sim_id,record_id,base_record_id,earthquake_name,magnitude,r_rup_km,vs30_ms,target_pga_g,resulting_pga_g,struct_id,T,zeta,material_type,u_y,alpha,u_max_m,f_max_n,e_h_final_j,ductility,dt,n_steps,sim_file_path
RSN0001_PGA_0p400g__SDOF_T0p50s_Z0p05_ELAS,RSN0001_PGA_0p400g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.4,0.4,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.03984963192729117,6.292801642422143,3.153017297463958e-08,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p400g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0001_PGA_0p400g__SDOF_T1p00s_Z0p05_ELAS,RSN0001_PGA_0p400g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.4,0.4,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.1536379754168226,6.065384153393323,1.5891031934631247e-05,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p400g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0001_PGA_0p400g__SDOF_T1p50s_Z0p05_ELAS,RSN0001_PGA_0p400g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.4,0.4,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.27392537270474093,4.806284558252006,1.0405782322860616e-05,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p400g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0001_PGA_0p400g__SDOF_T2p00s_Z0p05_ELAS,RSN0001_PGA_0p400g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.4,0.4,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.13567836864394728,1.3390918243009264,4.296410211283077e-05,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p400g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0001_PGA_0p400g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0001_PGA_0p400g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.4,0.4,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.00806518663319149,4.995306559514892,0.07929997696857218,1.613037326638298,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p400g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0001_PGA_0p400g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0001_PGA_0p400g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.4,0.4,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.06076286433900617,1.7394597087477877,0.39712063874073666,6.076286433900617,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p400g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0001_PGA_0p400g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0001_PGA_0p400g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.4,0.4,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.040549055566205534,3.320522247752156,0.24775433972767708,2.0274527783102765,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p400g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0001_PGA_0p400g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0001_PGA_0p400g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.4,0.4,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.207187212037405,0.9373654506273102,0.4359394113675009,10.35936060187025,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p400g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0001_PGA_0p400g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0001_PGA_0p400g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.4,0.4,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.09548586277688823,1.6886614072665007,0.5083663492599777,2.3871465694222054,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p400g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0001_PGA_0p400g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0001_PGA_0p400g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.4,0.4,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.20261892138525095,0.5869542068568605,0.3081614639231254,6.753964046175032,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p400g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0001_PGA_0p400g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0001_PGA_0p400g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.4,0.4,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.18391309446008414,0.5199136053834027,0.19637142426180715,3.6782618892016825,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p400g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0001_PGA_0p500g__SDOF_T0p20s_Z0p05_ELAS,RSN0001_PGA_0p500g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.5,0.5,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.011569252015934835,11.418394061378239,1.5245461871128541e-10,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p500g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0001_PGA_0p500g__SDOF_T0p50s_Z0p05_ELAS,RSN0001_PGA_0p500g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.5,0.5,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.04981203990911394,7.866002053027675,4.9265895136037914e-08,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p500g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0001_PGA_0p500g__SDOF_T1p00s_Z0p05_ELAS,RSN0001_PGA_0p500g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.5,0.5,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.19204746927102762,7.58173019174163,2.4829737397385655e-05,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p500g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0001_PGA_0p500g__SDOF_T1p50s_Z0p05_ELAS,RSN0001_PGA_0p500g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.5,0.5,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.34240671588092686,6.007855697815019,1.6259034878229172e-05,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p500g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0001_PGA_0p500g__SDOF_T2p00s_Z0p05_ELAS,RSN0001_PGA_0p500g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.5,0.5,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.169597960804934,1.673864780376157,6.713140955141561e-05,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p500g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0001_PGA_0p500g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0001_PGA_0p500g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.5,0.5,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.0116081799176685,5.0652424437419015,0.14989134573374077,2.3216359835337,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p500g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0001_PGA_0p500g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0001_PGA_0p500g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.5,0.5,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.11146781984239847,1.8995998213856504,0.6256447818600681,11.146781984239846,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p500g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0001_PGA_0p500g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0001_PGA_0p500g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.5,0.5,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.06871432494375457,3.5429063010373767,0.49490979736117147,3.4357162471877283,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p500g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0001_PGA_0p500g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0001_PGA_0p500g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.5,0.5,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.25112237709789464,0.9720552665027979,0.6219412831974604,12.556118854894732,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p500g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0001_PGA_0p500g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0001_PGA_0p500g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.5,0.5,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.16147948381323068,1.8189275937913223,0.7699380217984141,4.036987095330767,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p500g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0001_PGA_0p500g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0001_PGA_0p500g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.5,0.5,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.2807068411485271,0.614356762468151,0.44875662759643853,9.356894704950903,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p500g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0001_PGA_0p500g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0001_PGA_0p500g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.5,0.5,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.27718715948686984,0.5383251678373199,0.34564766063553154,5.5437431897373965,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p500g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0001_PGA_0p600g__SDOF_T0p20s_Z0p05_ELAS,RSN0001_PGA_0p600g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.6,0.6,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.013883102419121825,13.702072873653908,2.1953468187630387e-10,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p600g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0001_PGA_0p600g__SDOF_T0p50s_Z0p05_ELAS,RSN0001_PGA_0p600g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.6,0.6,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.05977444789093661,9.439202463633192,7.094288906088073e-08,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p600g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0001_PGA_0p600g__SDOF_T1p00s_Z0p05_ELAS,RSN0001_PGA_0p600g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.6,0.6,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.2304569631252325,9.09807623008993,3.5754821852383725e-05,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p600g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0001_PGA_0p600g__SDOF_T1p50s_Z0p05_ELAS,RSN0001_PGA_0p600g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.6,0.6,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.410888059057113,7.209426837378038,2.3413010225671957e-05,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p600g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0001_PGA_0p600g__SDOF_T2p00s_Z0p05_ELAS,RSN0001_PGA_0p600g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.6,0.6,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.20351755296592133,2.008637736451394,9.666922975392528e-05,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p600g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0001_PGA_0p600g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0001_PGA_0p600g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.6,0.6,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.01817136702294304,5.1947945644206825,0.23957339673725297,3.6342734045886083,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p600g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0001_PGA_0p600g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0001_PGA_0p600g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.6,0.6,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.15355607456450704,2.032526037078288,0.8843394246545141,15.355607456450704,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p600g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0001_PGA_0p600g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0001_PGA_0p600g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.6,0.6,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.07111359773369945,3.5618501996670195,0.7908985591092258,3.5556798866849726,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p600g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0001_PGA_0p600g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0001_PGA_0p600g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.6,0.6,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.29283436090645076,1.0049897288208054,0.8179954503553462,14.641718045322538,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p600g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0001_PGA_0p600g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0001_PGA_0p600g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.6,0.6,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.24006596574384828,1.9740510913770328,1.0641450356462918,6.0016491435962065,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p600g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0001_PGA_0p600g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0001_PGA_0p600g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.6,0.6,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.36774368954961023,0.6448996695627741,0.628784409512075,12.258122984987008,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p600g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0001_PGA_0p600g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0001_PGA_0p600g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.6,0.6,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.38184737485335596,0.5589842662813206,0.548691026738587,7.636947497067119,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p600g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0001_PGA_0p800g__SDOF_T0p20s_Z0p05_ELAS,RSN0001_PGA_0p800g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.8,0.8,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.018510803225495746,18.26943049820519,3.9028379422717577e-10,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p800g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0001_PGA_0p800g__SDOF_T0p50s_Z0p05_ELAS,RSN0001_PGA_0p800g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.8,0.8,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.07969926385458234,12.585603284844286,1.2612069189855832e-07,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p800g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0001_PGA_0p800g__SDOF_T1p00s_Z0p05_ELAS,RSN0001_PGA_0p800g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.8,0.8,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.3072759508336452,12.130768306786646,6.356412773852499e-05,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p800g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0001_PGA_0p800g__SDOF_T1p50s_Z0p05_ELAS,RSN0001_PGA_0p800g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.8,0.8,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.5478507454094819,9.612569116504012,4.1623129291442466e-05,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p800g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0001_PGA_0p800g__SDOF_T2p00s_Z0p05_ELAS,RSN0001_PGA_0p800g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.8,0.8,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.27135673728789456,2.678183648601853,0.00017185640845132307,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p800g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0001_PGA_0p800g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0001_PGA_0p800g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.8,0.8,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.02376754984758252,5.305258785691407,0.6295820948993597,4.753509969516504,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p800g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0001_PGA_0p800g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0001_PGA_0p800g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.8,0.8,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.21632551522048482,2.230769092358978,1.4854430005314359,21.63255152204848,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p800g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0001_PGA_0p800g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0001_PGA_0p800g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.8,0.8,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.11684032509750568,3.9228939673768077,1.5519904039121026,5.842016254875284,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p800g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0001_PGA_0p800g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0001_PGA_0p800g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.8,0.8,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.3776364023804003,1.0719467369610178,1.2565438488712506,18.881820119020016,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p800g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0001_PGA_0p800g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0001_PGA_0p800g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.8,0.8,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.3364299683103484,2.1642660081444163,1.7434331157038703,8.410749207758709,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p800g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0001_PGA_0p800g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0001_PGA_0p800g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.8,0.8,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.5574653633739898,0.7114766603879878,1.0525416848035853,18.58217877913299,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p800g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0001_PGA_0p800g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0001_PGA_0p800g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,0.8,0.8,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.6163529041489906,0.6052738023616402,1.0078662402807903,12.32705808297981,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_0p800g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0001_PGA_1p000g__SDOF_T0p20s_Z0p05_ELAS,RSN0001_PGA_1p000g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,1.0,1.0,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.02313850403186967,22.836788122756477,6.098184748451417e-10,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_1p000g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0001_PGA_1p000g__SDOF_T0p50s_Z0p05_ELAS,RSN0001_PGA_1p000g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,1.0,1.0,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.09962407981822788,15.73200410605535,1.9706358054415166e-07,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_1p000g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0001_PGA_1p000g__SDOF_T1p00s_Z0p05_ELAS,RSN0001_PGA_1p000g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,1.0,1.0,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.38409493854205523,15.16346038348326,9.931894958954262e-05,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_1p000g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0001_PGA_1p000g__SDOF_T1p50s_Z0p05_ELAS,RSN0001_PGA_1p000g,RSN0001,Imperial Valley-06,6.669848365268068,2.65303503121774,227.75891064146455,1.0,1.0,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.6848134317618537,12.015711395630039,6.503613951291669e-05,1.0,0.01,3337,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0001_PGA_1p000g__SDOF_T1p50s_Z0p05_ELAS.npz
